Id,Sites_GlobalID,SITE_NAME,Event_Id,Full_Date,Numeric_Date,Event_Type,Event_Mag,POINT_X,POINT_Y,Rel,Env_Eff,Env_Eff_Val,Env_Eff2,Category,Description,ESI_Val,ESI_Num,Order_Date
671,02B89F0E-6C6B-4591-9C0C-538323266D54,Bilad el-Shuqf (A),193,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,35.57000000,33.39000000,High,LD,Landslides,-1,Slope Stability,"In the region of Bilad al-Shuqf 600 goats were killed, presumably by rock falls (AM). An EMS-98 value cannot be evaluated",Unknown,-1.00000000,359
705,88B2E1F9-59C3-4C40-AC86-2E7E2764725A,Jish,193,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,35.43000000,33.10000000,Very High,GB,"Ground breakage, fissures",-1,Ground breakage,"Jish was completely destroyed and not a house was left standing. The church fell, killing 130 persons, and the old walls of the town collapsed. In all 235 people were killed, and in places the ground was fissured (AM after Thomson 1837; Waghorn 1837; Robinson 1856).",Unknown,-1.00000000,359
712,AED6DE2D-113A-4E03-A89A-F37BEA9C7CD8,Safed,193,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,35.48000000,32.96000000,Very High,LD,Landslides,-1,Slope Stability,"In Safet, the largest of the places affected, the northern, Jewish, section of the town was almost entirely destroyed while the southern, Moslem, section suffered far less serious damage. The number of deaths reached 2158, of which 1507 were Ottoman subjects, Moslem or Jewish, and 651 were foreigners (AM after Thomson 1837; Waghorn 1837; Liebentrut 1854; Gu´ erin 1880; Mitford 1884).",Unknown,-1.00000000,359
722,298E6A51-CC52-4806-9266-8CE38BA95E52,Tiberias,193,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,35.54223594,32.78604531,Very High,SF,"Changes in the flow of Springs, appearance or disappearance  of spring",-1,Hydrologic phenomena’s,"About two thirds of the houses in Tiberias, most of them built of stone masonry, together with a large part of the walls, the bazaar, minarets, the mosque and the church of St Peter, collapsed, killing 922 people, of whom 500 were Jews, 300 Moslems and 22 Christians, and injuring 65. These figures may include casualties from 17 settlements in the environs, which were destroyed but are not named in the returns. The castle was ruined, and its towers began to lean. The baths, which had been built in 1833, were not damaged, but the yield of the hot spring and fountains increased temporarily. The town was not restored until after 1846 ([1, 6]; Thomson 1837; 1859; Shkelov 1837; Olim 1843; Montefiori 1844; F¨ urst 1847; Beldam 1851; Robinson 1856; Pfeiffer 1856; Frankl 1858; Kerhardene 1859; Jenner 1873; Layard 1887; Italiander 1979) (AM). 
Damaged localities: The walls, bazzar, minarets, mosque, St. Peter Church, the Castle, the baths (built in 1833), ‘Sephardim’, ‘Hasidim’ and ‘Prushim’ Synagogues localities around Tiberias: Lubiya, Kafr Sabt, Shadjara, Kafr Kenna, Saffuriya, Reina, around Lake Tiberias: Simakh was destroyed and 5 people were killed Hadatha, Alam, Sirin, Kherbet Baka’a and Danna were partly ruined without loss of life. In the Bahsan, fire was seen coming out of the ground",Unknown,-1.00000000,359
754,DA8E5967-B9B3-47EE-99BB-1B767B08C6E5,Antakya,193,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,36.16000000,36.20000000,Very High,GC,Geomorphologic changes/Ground shifts,-1,Ground breakage,In Antioch ground movements were slow and lasted intermittently for a long time.,Unknown,-1.00000000,359
768,813FF560-7792-4F51-ACA0-D1BDB4DDF839,Sea of Gali,193,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,35.58000000,32.80000000,Moderate,SW,Sea waves,-1,Sea phenomena,"It is said that waves flooded the coast of Lake Tiberias, but it is not clear whether this happened before, during or after the earthquake (AM after Shkelov 1837; Kerhardene 1859).",Unknown,-1.00000000,359
815,A3F9F16B-5C7A-4449-962A-54EA9EB182ED,Sinai (A),190,1814 Jun 27,1814.00000000,FM,NULL,33.68000000,29.71000000,High,LD,Landslides,-1,Slope Stability,damage: Rockfalls blocked the valley.,Unknown,-1.00000000,335
823,21E5701C-EE5B-4DDE-BECD-C5C9A614822E,Bekaa (A),187,1759 Nov 25 ( 19:23),1759.30000000,FMA,7.30000000,36.14000000,34.00000000,Very High,GB,"Ground breakage, fissures",-1,Ground breakage,Northwest to baalbek.,Unknown,-1.00000000,319
874,DA8E5967-B9B3-47EE-99BB-1B767B08C6E5,Antakya,53,526 May 29 (evening),526.00000000,FMA,NULL,36.16000000,36.20000000,Very High,LQ,Liquefaction,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,75
905,8B0ECE77-755E-4497-BE34-6EA7DCB86A9C,Baalbeq,71,749/Early 750,749.00000000,FM,7.20000000,36.20000000,34.00000000,Moderate,LQ,Liquefaction,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,111
908,2BB31895-5D02-40FB-A036-9854A01F6199,Mt. Tabor,71,749/Early 750,749.00000000,FM,7.20000000,35.39000000,32.68000000,High,LD,Landslides,-1,Slope Stability,NULL,Unknown,-1.00000000,111
930,DA8E5967-B9B3-47EE-99BB-1B767B08C6E5,Antakya,50,458 Sep 14,458.00000000,MA,NULL,36.16000000,36.20000000,High,GB,"Ground breakage, fissures",-1,Ground breakage,NULL,Unknown,-1.00000000,68
958,DA8E5967-B9B3-47EE-99BB-1B767B08C6E5,Antakya,109,1091 Sep 26,1091.20000000,MA,NULL,36.16000000,36.20000000,High,LD,Landslides,-1,Slope Stability,"Many houses and the Church of Our Lady collapsed, but there is no evidence that the shock caused great loss of life. A part of the rampart and 70 or 90 of its outer towers were ruined. The worst damage was to the northwest section of the city walls in the plain between the Gate of the Sea (Bab al-Bahr) and the Gate of Persia (Bab-Faris), which lost 32 towers.
As a result of the earthquake the River Orontes (al-Asi) changed its course, and flowed into the centre of the city, which added to the damage. This was probably due to landslides triggered by the shock upstream of Antioch.",Unknown,-1.00000000,153
963,DA8E5967-B9B3-47EE-99BB-1B767B08C6E5,Antakya,446,1114 Nov 13,1114.30000000,F,4.50000000,36.16000000,36.20000000,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,NULL,Unknown,-1.00000000,164
971,C248A026-2D29-427B-91A5-2A7EEEC5C928,Azrab,454,1138 Oct 11,1138.00000000,MA,NULL,36.81000000,36.71000000,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,NULL,Unknown,-1.00000000,173
1009,11A1487E-27D7-4A7E-B810-B9BDB80B99B0,Damascus,141,1284,1284.00000000,S,NULL,36.29000000,33.51000000,Moderate,WO,"Overflow, watercourse changes",-1,Hydrologic phenomena’s,"damage: the wall around bab al-Faradis, school of Muqaddamyya, River Barada",Unknown,-1.00000000,229
1024,AE503169-6D09-4BAE-9548-29D447B9C3D2,Al-Marqab Citadel,310,1404 Feb 20,1404.00000000,FMA,NULL,35.93000000,35.14000000,High,U,Unknown,-1,"Unknown ",Vibration in NE-SW plane. It damaged the southern tower + NW corner of the donjon. It occurred after 1285. Candidates are the 1404 and 1759 (KM),Unknown,-1.00000000,247
1032,3F288565-FC76-43E9-82DA-5C8EAC9DA7D2,Qusayr [TR],312,1408 Dec 29,1408.00000000,C,7.50000000,36.18000000,36.05000000,High,GB,"Ground breakage, fissures",-1,Ground breakage,NULL,Unknown,-1.00000000,250
1033,88944A91-038E-4C61-A400-EE0E59247CC1,Saltuham (U),312,1408 Dec 29,1408.00000000,C,7.50000000,33.65082151,33.05128774,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,NULL,Unknown,-1.00000000,250
1034,4A78820E-B699-4C82-93FE-5E937DCC35E3,N. Lebanease Coast (A),312,1408 Dec 29,1408.00000000,C,7.50000000,35.71000000,34.01000000,Moderate,SW,Sea waves,-1,Sea phenomena,NULL,Unknown,-1.00000000,250
1061,8E326C44-F167-4063-A7FB-8B4014B01FB6,Shaizar,270,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,36.56000000,35.25000000,Very High,LD,Landslides,-1,Slope Stability,"damage: Castle, Citadel, Shalimar",Unknown,-1.00000000,198
1064,D94DC49F-6AFE-4CAF-8198-7DE4D8163488,Apamea,270,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,36.39000000,35.41000000,Very High,LD,Landslides,-1,Slope Stability,"damage: Citadel, Castle",Unknown,-1.00000000,198
1081,252F6859-A330-41AD-9210-3FC8730D7E2A,Latakia,270,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,35.77000000,35.51000000,High,LQ,Liquefaction,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,198
1098,8B0ECE77-755E-4497-BE34-6EA7DCB86A9C,Baalbeq,131,1170 Jun 29 (0345),1170.00000000,FM,7.30000000,36.20000000,34.00000000,High,GB,"Ground breakage, fissures",-1,Ground breakage,"walls, Citadel",Unknown,-1.00000000,219
1104,11A1487E-27D7-4A7E-B810-B9BDB80B99B0,Damascus,131,1170 Jun 29 (0345),1170.00000000,FM,7.30000000,36.29000000,33.51000000,High,WO,"Overflow, watercourse changes",-1,Hydrologic phenomena’s,damage: the Great mosque,Unknown,-1.00000000,219
1105,6C37CC8B-7F51-4557-BA02-A7A23966EFD3,Aleppo,131,1170 Jun 29 (0345),1170.00000000,FM,7.30000000,37.15000000,36.21000000,High,LQ,Liquefaction,-1,Hydrologic phenomena’s,damage: Citadel,Unknown,-1.00000000,219
1107,DA8E5967-B9B3-47EE-99BB-1B767B08C6E5,Antakya,131,1170 Jun 29 (0345),1170.00000000,FM,7.30000000,36.16000000,36.20000000,High,GB,"Ground breakage, fissures",-1,Ground breakage,"damage: Cathedral Church of St. Peter, St. Comma Church",Unknown,-1.00000000,219
1127,F77F71CF-12FB-4ED6-9A18-59E43AE21A7D,Maa'yan Elisha,169,1546 Jan 14 (Afternoon),1546.00000000,MA,6.50000000,35.43000000,31.87000000,High,SF,"Changes in the flow of Springs, appearance or disappearance  of spring",-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,276
1128,DFB96483-FF1B-420F-87E7-19E8073CEEE6,Jordan River (A),169,1546 Jan 14 (Afternoon),1546.00000000,MA,6.50000000,35.53000000,31.82000000,Moderate,SF,"Changes in the flow of Springs, appearance or disappearance  of spring",-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,276
1156,D1AB9A15-E13E-4C44-887C-BAD9F89AB515,Hermon Mt.,187,1759 Nov 25 ( 19:23),1759.30000000,FMA,7.30000000,35.70000000,33.25000000,High,LD,Landslides,-1,Slope Stability,NULL,Unknown,-1.00000000,319
1157,A4DEE2D3-6D32-4567-8091-CBC8AD5D24FF,Niha Mt. (U),187,1759 Nov 25 ( 19:23),1759.30000000,FMA,7.30000000,33.65082151,33.05128774,High,LD,Landslides,-1,Slope Stability,NULL,Unknown,-1.00000000,319
1160,CEC7A6FA-E745-44CC-ACCD-ADC82319E38F,Shilfatia (U),187,1759 Nov 25 ( 19:23),1759.30000000,FMA,7.30000000,33.65082151,33.05128774,High,LD,Landslides,-1,Slope Stability,NULL,Unknown,-1.00000000,319
1161,6E023ED7-DD2B-409F-882A-0D7A8DDC7EA5,Massar ash-Shuf (U),187,1759 Nov 25 ( 19:23),1759.30000000,FMA,7.30000000,33.65082151,33.05128774,High,SF,"Changes in the flow of Springs, appearance or disappearance  of spring",-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,319
1195,6C37CC8B-7F51-4557-BA02-A7A23966EFD3,Aleppo,191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,37.15000000,36.21000000,Very High,WO,"Overflow, watercourse changes",-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,339
1197,80E454E5-8B1D-4D54-9DA7-AF421757C262,Alexandreta,191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,36.17000000,36.58000000,Very High,LQ,Liquefaction,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,339
1198,FB1C5602-30CC-4C9F-9EC5-52FD374EAE6C,Jum (U),191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,33.65082151,33.05128774,High,SF,"Changes in the flow of Springs, appearance or disappearance  of spring",-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,339
1203,3F288565-FC76-43E9-82DA-5C8EAC9DA7D2,Qusayr [TR],191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,36.18000000,36.05000000,Very High,LQ,Liquefaction,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,339
1205,FF40BA78-3CAD-4A53-9132-0E67D957DED9,Adana,191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,35.31000000,37.00000000,Very High,LQ,Liquefaction,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,339
1225,EDE84FDF-2D1A-4531-BE29-796125D05551,Orontes,191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,36.41000000,35.52000000,Very High,WO,"Overflow, watercourse changes",-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,339
1227,AE84CCE0-5D5C-419C-96E8-11A9B554F3AD,Darkush,191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,36.39000000,35.99000000,High,LD,Landslides,-1,Slope Stability,NULL,Unknown,-1.00000000,339
1229,508D022D-10A0-40E4-A5BC-11695C4BB397,Jur (U),191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,33.65082151,33.05128774,High,GC,Geomorphologic changes/Ground shifts,-1,Ground breakage,NULL,Unknown,-1.00000000,339
1230,E2D55CBE-8E94-49E0-97B4-6759C130EFFF,Unspecified,191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,35.92000000,33.29000000,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,NULL,Unknown,-1.00000000,339
1235,500FECE3-A714-440E-9D2C-18E711DED89F,Misis,191,1822 Aug 13 (20:40),1822.00000000,FMA,NULL,35.62000000,36.96000000,High,LQ,Liquefaction,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,339
1397,1EBBDB95-7238-4136-BC07-DD8639C73F05,Tyre,193,1837 Jan 01  (16:35),1837.00000000,MA,7.10000000,35.21000000,33.26000000,Very High,LD,Landslides,-1,Slope Stability,"On the coast, Sur suffered considerable damage; 40 houses, presumably old ones, collapsed on the island, killing 16 and injuring 36 people. There is some evidence that as a result of this earthquake the eastern coast of the north harbour slumped (AM based on Thomson 1837; Waghorn 1837; Bertou 1843; Prutz 1876)",Unknown,-1.00000000,359
1432,98BD1CF7-F427-401D-8B44-5B0A30B6283D,Ein-Gedi,463,525 BCE,-525.00000000,S,NULL,35.39000000,31.46000000,Moderate,U,Unknown,-1,"Unknown ",MIG and KAG have correlated seismites with this earthquake. Most likely damage was present in the close vicinity,Unknown,-1.00000000,17
1620,6F46144A-7B74-4D95-BEEF-DC6D456CB433,Paphos,511,1222 May 11 (~ past noon),1222.00000000,MA,NULL,32.41000000,34.76000000,High,LD,Landslides,-1,Slope Stability,"Paphos suffered most; the city and castle were totally destroyed and most of its inhabitants were killed. Either in Paphos or in Limassol a church fell, burying the priest who was saying mass and all his congregation. Another church, that of the Franciscans in Paphos, was so badly damaged that it was abandoned after the earthquake. The Byzantine castle at the site known as Saranda Kolones was also destroyed. Near Paphos, ‘two mountains with a lake in between them collapsed and formed a single mountain’ an allusion that the earthquake triggered large-scale landslides",Unknown,-1.00000000,224
1625,E2D55CBE-8E94-49E0-97B4-6759C130EFFF,Unspecified,14,c.198 BCE,-198.00000000,Unknown,NULL,35.92000000,33.29000000,Moderate,U,Unknown,-1,"Unknown ","A series of earthquakes destroyed a town further inland from Sidon, which is not named (AM and GCT following Posidonius): ""As a result of an earthquake in Phoenicia, a city above Sidon was swallowed up""",Unknown,-1.00000000,23
2004,E2D55CBE-8E94-49E0-97B4-6759C130EFFF,Unspecified,33,115 Dec 13  (morning),115.00000000,MA,7.40000000,35.92000000,33.29000000,Moderate,CS,Clouding of Springs,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,43
2005,EDE84FDF-2D1A-4531-BE29-796125D05551,Orontes,33,115 Dec 13  (morning),115.00000000,MA,7.40000000,36.41000000,35.52000000,Moderate,LD,Landslides,-1,Slope Stability,NULL,Unknown,-1.00000000,43
2006,E2D55CBE-8E94-49E0-97B4-6759C130EFFF,Unspecified,33,115 Dec 13  (morning),115.00000000,MA,7.40000000,35.92000000,33.29000000,Moderate,DR,Dryness of rivers,-1,Hydrologic phenomena’s,NULL,Unknown,-1.00000000,43
2007,E2D55CBE-8E94-49E0-97B4-6759C130EFFF,Unspecified,33,115 Dec 13  (morning),115.00000000,MA,7.40000000,35.92000000,33.29000000,Moderate,RF,Rock falls,-1,Other,From Mt. Casius (AM),Unknown,-1.00000000,43
2009,83987057-41DC-45CD-9A3E-EDBEF186542E,Qiryat Shemona-EEA (A),97,1033 Dec 5 (night),1033.00000000,MA,6.80000000,35.55000000,33.19000000,Moderate,RF,Rock falls,-1,Other,"Reference: Kanari, M., Katz, O., Weinberger, R., Porat, N., & Marco, S. (2019). Evaluating earthquake-induced rockfall hazard near the Dead Sea Transform. Nat. Hazards Earth Syst. Sci., 19(4), 889-906. doi:10.5194/nhess-19-889-2019",Unknown,-1.00000000,138
2010,83987057-41DC-45CD-9A3E-EDBEF186542E,Qiryat Shemona-EEA (A),45,363 May 18-19 (3rd hour-night),363.00000000,MA,6.70000000,35.55000000,33.19000000,Moderate,RF,Rock falls,-1,Other,"One cannot completely rule out the possibility that these were two separate rockfall events, both triggered by large earthquakes in 363 and 502/551CE. Reference: Kanari, M., Katz, O., Weinberger, R., Porat, N., & Marco, S. (2019). Evaluating earthquake-induced rockfall hazard near the Dead Sea Transform. Nat. Hazards Earth Syst. Sci., 19(4), 889-906. doi:10.5194/nhess-19-889-2019",Unknown,-1.00000000,56
2011,83987057-41DC-45CD-9A3E-EDBEF186542E,Qiryat Shemona-EEA (A),14,c.198 BCE,-198.00000000,Unknown,NULL,35.55000000,33.19000000,Moderate,RF,Rock falls,-1,Other,KKW note rockfalls after this event in northen Palestine.,8-9,8.50000000,23
2012,83987057-41DC-45CD-9A3E-EDBEF186542E,Qiryat Shemona-EEA (A),8,c.760-750 BCE,-760.00000000,S,7.83000000,35.55000000,33.19000000,Moderate,RF,Rock falls,-1,Other,Dated rockfalls (after KKW),8 - HEAVILY DAMAGING,8.00000000,15
2013,83987057-41DC-45CD-9A3E-EDBEF186542E,Qiryat Shemona-EEA (A),246,c.2100-1700 BCE,-1900.00000000,S,NULL,35.55000000,33.19000000,Moderate,RF,Rock falls,-1,Other,KKW suggest rock falls close to Qiryat Shemona . Could be the the 2050/2100 BCE earthquake (or two separate events) suggested by MIG,7-8,7.50000000,4
2014,83987057-41DC-45CD-9A3E-EDBEF186542E,Qiryat Shemona-EEA (A),593,c. 8.4–9.0 ka BCE,-8000.00000000,Unknown,NULL,35.55000000,33.19000000,Moderate,RF,Rock falls,-1,Other,KKW have identified rock falls close to Qiryat Shemona (northern Israel). Could be the event between c. 8.4–9.0 ka BCE resolved by DAKL.,7-8,7.50000000,2
2015,7D1B7C8E-7C0C-4BBD-B883-E8A74DF58B9D,Kh. el-Manhata,134,1202 May 20 (0240),1202.00000000,MA,7.50000000,35.23000000,33.04000000,Moderate,U,Unknown,-1,"Unknown ","Reference: Khamisy, R. (2017). Archaeological remains of the 1202 earthquake in the Frankish village of Tarphile/Khirbat al-Man?ata. Levant, 49(3), 333-341.",Unknown,-1.00000000,222
2057,6E84A5C4-91FE-4BAD-A88F-E0E00738C530,Tel el-Saiidiyeh,119,c.1150,1150.00000000,S,NULL,35.57000000,32.31000000,Moderate,U,Unknown,-1,"Unknown ",FR relates this damage to c. 1150. The reliability is Moderate since they consider earthquake-induced damage in archaeological sites only if it is attested by a minimum of two sufficiently distant sites and sites with evidence for surface rupture.,Unknown,-1.00000000,175
2059,4520A2B1-6528-4B59-866E-DCCEB3D71177,Tel Deir Alla,119,c.1150,1150.00000000,S,NULL,35.60000000,32.10000000,Moderate,U,Unknown,-1,"Unknown ",FR relates this damage to c. 1150. The reliability is Moderate since they consider earthquake-induced damage in archaeological sites only if it is attested by a minimum of two sufficiently distant sites and sites with evidence for surface rupture.,Unknown,-1.00000000,175
2060,88D395A0-8012-45E8-9DC0-A134627CEC66,Tel Al’ Umayri,119,c.1150,1150.00000000,S,NULL,35.88860943,31.86851419,Moderate,U,Unknown,-1,"Unknown ",FR relates this damage to c. 1150. The reliability is Moderate since they consider earthquake-induced damage in archaeological sites only if it is attested by a minimum of two sufficiently distant sites and sites with evidence for surface rupture.,Unknown,-1.00000000,175
2069,334CBE97-4FE2-4EDD-857E-135707732A21,Khirbat al-Mafjar,97,1033 Dec 5 (night),1033.00000000,MA,6.80000000,35.46008175,31.88377680,Moderate,U,Unknown,-1,"Unknown ","Following ACV analysing the damage to the Hisham palace. The evidence is supported by the damage evidence to the nearby Jericho (AM, GC)",Unknown,-1.00000000,138
2071,D6CF1DC5-D0FB-4D3A-B54B-FF5E03B0AA56,Tel Ateret,134,1202 May 20 (0240),1202.00000000,MA,7.50000000,35.62773538,33.00463080,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,Following excavations in Tell Ateret of EMK,11 - DEVASTATING,11.00000000,222
2073,D6CF1DC5-D0FB-4D3A-B54B-FF5E03B0AA56,Tel Ateret,187,1759 Nov 25 ( 19:23),1759.30000000,FMA,7.30000000,35.62773538,33.00463080,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,Following excavations in Tell Ateret of EMK. The earthquake identification might be also the one that occurred in 1759 October,11 - DEVASTATING,11.00000000,319
2074,D6CF1DC5-D0FB-4D3A-B54B-FF5E03B0AA56,Tel Ateret,589,980-830 BCE (Iron age ||A),-980.00000000,S,NULL,35.62773538,33.00463080,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,Following excavations in Tell Ateret of EMK,11 - DEVASTATING,11.00000000,12
2075,D6CF1DC5-D0FB-4D3A-B54B-FF5E03B0AA56,Tel Ateret,588,142 BCE,-142.00000000,S,NULL,35.62773538,33.00463080,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,Following excavations in Tel Ateret by EMK,9-10,9.50000000,27
2076,D6CF1DC5-D0FB-4D3A-B54B-FF5E03B0AA56,Tel Ateret,601,Unknown,-10000.00000000,Unknown,NULL,35.62773538,33.00463080,Moderate,GB,"Ground breakage, fissures",-1,Ground breakage,Following excavations in Tell Ateret of EMK. The offset that is related to this section was probably the result of multiple unknown events,10 - VERY DESTRUCTIVE,10.00000000,1
2077,074B5802-672B-4A17-A933-700A78E1D7AF,Roman Theater/Tiberias,71,749/Early 750,749.00000000,FM,7.20000000,35.54381513,32.77441350,Moderate,U,Unknown,-1,"Unknown ",FKH dates the destruction to the Roman Theater to mid-8th century CE. It can be this event but perhaps the one before or the one after,Unknown,-1.00000000,111
2078,25B1CC41-24D1-444F-A42C-04B58CFAA1BD,Umm-El-Qanatir,71,749/Early 750,749.00000000,FM,7.20000000,35.72985906,32.84343589,Moderate,GB,"Ground breakage, fissures",1,Ground breakage,"The destruction, which forced the abandonment of Umm-El-Qanatir together with nearby settlements, was associated with the earthquake of January 18, 749 CE (WE)",9-10,9.50000000,111
2079,771D0E26-1645-4ECF-8C48-566B27ED6D4E,Tel Yavneh,65,659 Jun 7 (659 Sep-660 Aug),659.00000000,MA,6.60000000,34.74834311,31.86515249,Moderate,U,Unknown,-1,"Unknown ","LYT proposed that the kiln
went out of use due to the early June 659 CE earthquake. They also propose that the recovery of the Yavneh
workshops was no longer economically worthwhile, maybe in part due to changes in economic and political conditions in the region following the Muslim conquest",Unknown,-1.00000000,98
2080,D16FE6D2-DEBE-42CB-9B5E-4900D551CA79,Miʿilyā,134,1202 May 20 (0240),1202.00000000,MA,7.50000000,35.25706604,33.02771860,Moderate,U,Unknown,-1,"Unknown ","Archaeological remains show that it was severe–violent with high intensity, probably VIII+ (KH)",Unknown,-1.00000000,222
2081,AA35A5ED-3ADB-4654-B3E7-8F53EE7D1413,Holy Mt./Temple,8,c.760-750 BCE,-760.00000000,S,7.83000000,35.23555404,31.77788817,Moderate,U,Unknown,-1,"Unknown ","AM & GCT following Josephus in his Antiquities of the Jews. Accordingly, the earthquake cause a crack in the Temple at Jerusalem. Also Nathan ha-Bavli (was writing in the middle of the second century AD) saying that at the time of the desecration of the temple by Uzziah, the temple split open and the fissure extended for twelve ‘miles’.
AUS determine MMI = 9",Unknown,-1.00000000,15
2083,3984008F-D0EA-408F-B5F8-84D35198CB95,Ein-Rogel,8,c.760-750 BCE,-760.00000000,S,7.83000000,35.22000000,31.76000000,Moderate,LD,Landslides,-1,Slope Stability,"AM following Josephus in his Antiquities of the Jews. Accordingly, half of the mountain in the west broke off from the rest and slid 800 m up to the mountain on the east, spoiling the king’s gardens",9 - DESTRUCTIVE,9.00000000,15
2084,6E54B347-F84F-4389-8723-57DB1502B5DE,Ben Hinnom Valley (A),8,c.760-750 BCE,-760.00000000,S,7.83000000,35.22640000,31.77100000,Moderate,LD,Landslides,-1,Slope Stability,GCT based on Josephus and Natan HaBavli note a possible landslide at the Valley of Hinnom,8-9,8.50000000,15
2086,463CF28B-57FF-4363-A369-48F3947ABB08,Bethel,8,c.760-750 BCE,-760.00000000,S,7.83000000,35.24130000,31.92270000,Moderate,U,Unknown,-1,"Unknown ","AUS cites Kelso 1968 and mention damage to Bethel after Amos 3. 14-15; 9.1 with linkage to the c.760-750 BCE. The prophecy of Amos was in Bethel (Amos 7.13)and thus it is resonable to assume Bethel was heavily damaged.
AUS determine MMI = 9",Unknown,-1.00000000,15
2103,8B0ECE77-755E-4497-BE34-6EA7DCB86A9C,Baalbeq,70,c.746 Jan,746.00000000,MA,7.20000000,36.20000000,34.00000000,Moderate,WC,Changes in water chemistry,-1,Hydrologic phenomena’s,"Some parts of Baalbek collapsed, and the spring there temporarily turned red (AM)",8 - HEAVILY DAMAGING,8.00000000,110
2104,D744E9B4-E0A5-4E5B-A5F1-6695B807B5C7,Ghutah,70,c.746 Jan,746.00000000,MA,7.20000000,36.42000000,33.49000000,Moderate,U,Unknown,-1,"Unknown ","In the surrounding, well-watered and fertile plain of Ghautah damage and loss of life was considerable, particularly at Daraiya (AM)",Unknown,-1.00000000,110
2105,59D7B303-2E4B-4FE5-980B-0CE1F3F60BD6,Darayya,70,c.746 Jan,746.00000000,MA,7.20000000,36.25000000,33.45000000,Moderate,U,Unknown,-1,"Unknown ","In the surrounding, well-watered and fertile plain of Ghautah damage and loss of life was considerable, particularly at Daraiya (AM)",Unknown,-1.00000000,110
2110,298E6A51-CC52-4806-9266-8CE38BA95E52,Tiberias,70,c.746 Jan,746.00000000,MA,7.20000000,35.54223594,32.78604531,Moderate,U,Unknown,-1,"Unknown ","West of Daraat, Tiberias was almost totally destroyed, including 30 Jewish synagogues, the baths of
Solomon and the edifice of a purgative spring; all these
buildings disappeared. (This was first suggested by Margaliot
(1941).) It is said that at Tiberias,more than 100 000
(sic.) men died (Agap. 521/261), which is obviously a grossly exaggerated estimate (AM",Unknown,-1.00000000,110
2111,B620EDF8-2758-48C7-AA94-9D474412B808,Khirbet Kerak,70,c.746 Jan,746.00000000,MA,7.20000000,35.57000000,32.71000000,Moderate,U,Unknown,-1,"Unknown ",Coeval damage (AM),Unknown,-1.00000000,110
2112,908ADBB8-45E6-4574-AF87-D0765398DBF3,Bet-She'an,70,c.746 Jan,746.00000000,MA,7.20000000,35.48000000,32.50000000,Moderate,U,Unknown,-1,"Unknown ",Coeval damage (AM),Unknown,-1.00000000,110
2113,1D5F3370-A0F1-4734-9E45-9322D8D5736D,Galei Kinneret,70,c.746 Jan,746.00000000,MA,7.20000000,35.54389945,32.78387224,Moderate,U,Unknown,-1,"Unknown ",Coeval damage (AM after Marco 2003),Unknown,-1.00000000,110
